Name,Time,Cost,Resource,Image
Archer Queen 75,345600,150000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 76,345600,155000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 77,345600,160000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 78,345600,165000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 79,345600,170000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 80,345600,175000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 81,432000,180000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 82,432000,185000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 83,432000,195000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 84,432000,205000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 85,432000,215000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 86,518400,220000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 87,518400,230000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 88,518400,240000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 89,518400,250000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 90,518400,255000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 91,604800,280000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 92,604800,290000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 93,604800,300000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 94,604800,310000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 95,604800,320000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 96,691200,340000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 97,691200,350000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 98,691200,360000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 99,691200,370000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 100,691200,380000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 101,691200,400000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 102,691200,410000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 103,691200,420000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 104,691200,430000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 105,691200,450000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 106,691200,460000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 107,691200,470000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 108,691200,475000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 109,691200,485000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Archer Queen 110,691200,490000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4b/Archer_Queen_info.png
Minion Prince 2,7200,5000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 3,14400,5500,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 4,28800,6000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 5,36000,6500,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 6,43200,7000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 7,50400,7500,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 8,57600,8000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 9,64800,8500,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 10,72000,10000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 11,79200,10500,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 12,86400,11000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 13,86400,11500,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 14,86400,12000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 15,86400,12500,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 16,86400,13000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 17,86400,13500,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 18,86400,14000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 19,86400,14500,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 20,86400,15000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 21,86400,17000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 22,86400,19000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 23,86400,21000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 24,86400,23000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 25,86400,25000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 26,129600,27000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 27,129600,29000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 28,129600,31000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 29,129600,33000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 30,129600,35000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 31,172800,36000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 32,172800,37000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 33,172800,38000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 34,172800,39000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 35,172800,40000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 36,172800,41000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 37,172800,42000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 38,172800,43000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 39,172800,44000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 40,172800,45000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 41,194400,50000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 42,194400,55000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 43,194400,60000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 44,194400,65000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 45,194400,70000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 46,259200,75000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 47,259200,80000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 48,259200,85000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 49,259200,90000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 50,259200,95000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 51,345600,100000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 52,345600,105000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 53,345600,110000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 54,345600,115000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 55,345600,120000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 56,345600,125000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 57,345600,130000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 58,345600,135000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 59,345600,140000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 60,345600,145000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 61,432000,150000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 62,432000,155000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 63,432000,160000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 64,432000,165000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 65,432000,170000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 66,518400,175000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 67,518400,180000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 68,518400,185000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 69,518400,190000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 70,518400,195000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 71,604800,200000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 72,604800,205000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 73,604800,210000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 74,604800,220000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 75,604800,230000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 76,648000,240000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 77,648000,250000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 78,648000,260000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 79,648000,270000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 80,648000,280000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 81,691200,290000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 82,691200,300000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 83,691200,310000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 84,691200,320000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 85,691200,330000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 86,691200,340000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 87,691200,350000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 88,691200,360000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 89,691200,370000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 90,691200,380000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 91,691200,400000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 92,691200,410000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 93,691200,420000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 94,691200,430000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Minion Prince 95,691200,450000,DE,https://static.wikia.nocookie.net/clashofclans/images/8/81/Minion_Prince_info.png
Grand Warden 1,0,0,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 2,7200,1000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 3,14400,1100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 4,28800,1200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 5,36000,1400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 6,43200,1500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 7,50400,1700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 8,57600,1800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 9,64800,2000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 10,86400,2300000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 11,86400,2700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 12,86400,3000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 13,86400,3400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 14,86400,3700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 15,86400,4100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 16,86400,4400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 17,86400,4800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 18,86400,5100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 19,86400,5500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 20,86400,5600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 21,86400,5700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 22,86400,5800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 23,86400,5900000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 24,86400,6000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 25,86400,6100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 26,129600,6600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 27,129600,6700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 28,129600,6800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 29,129600,6900000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 30,129600,7000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 31,172800,7100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 32,172800,7200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 33,172800,7300000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 34,172800,7400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 35,172800,7500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 36,172800,7600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 37,172800,7700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 38,172800,7800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 39,172800,7900000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 40,172800,8000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 41,259200,8300000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 42,259200,8600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 43,259200,8900000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 44,259200,9200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 45,259200,9500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 46,259200,9800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 47,259200,10100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 48,259200,10400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 49,259200,10700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 50,259200,11000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 51,345600,11400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 52,345600,11800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 53,345600,12200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 54,345600,12600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 55,345600,13000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 56,345600,13400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 57,345600,13800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 58,345600,14200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 59,345600,14600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 60,345600,15000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 61,518400,15500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 62,518400,16000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 63,518400,16500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 64,518400,17000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 65,518400,17500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 66,604800,18000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 67,604800,18500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 68,604800,19000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 69,604800,19500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 70,604800,20000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 71,691200,20500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 72,691200,21000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 73,691200,21500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 74,691200,22000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 75,691200,22500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 76,691200,23500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 77,691200,24500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 78,691200,25500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 79,691200,26500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 80,691200,27500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 81,691200,28500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 82,691200,29000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 83,691200,29500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 84,691200,30000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Grand Warden 85,691200,30500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a1/Grand_Warden_info.png
Royal Champion 1,0,0,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 2,14400,10000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 3,36000,15000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 4,43200,20000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 5,86400,25000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 6,86400,30000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 7,86400,35000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 8,86400,40000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 9,86400,45000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 10,86400,50000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 11,86400,53000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 12,86400,56000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 13,86400,59000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 14,86400,62000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 15,86400,65000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 16,129600,70000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 17,129600,75000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 18,129600,80000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 19,129600,85000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 20,129600,90000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 21,172800,95000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 22,172800,100000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
Royal Champion 23,172800,105000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/b0/Royal_Champion_info.png
